מועמד,קטגוריה,סגנון,סגנון_ביטחון,תפקיד_מאבק,תפקיד_חקיקה,תפקיד_חיבור,מספר_נושא,נושא,עמדות_ציון,עמדות_ביטחון,ביצוע_ציון,ביצוע_ביטחון,תדמית_ציון,תדמית_ביטחון,עוגן
רותם סיון הופמן,נשים,ממלכתי ואחראי,בינוני,2,3,5,7,"חינוך, אזרחות וליבה משותפת",,0,,0,,0,
רותם סיון הופמן,נשים,ממלכתי ואחראי,בינוני,2,3,5,8,"חברה, כלכלה, רווחה ופריפריה",,0,8,85,8,85,ניהול בכיר במערכת הבריאות
רותם סיון הופמן,נשים,ממלכתי ואחראי,בינוני,2,3,5,9,יחסי דת ומדינה וחופש אזרחי,,0,,0,,0,
רותם סיון הופמן,נשים,ממלכתי ואחראי,בינוני,2,3,5,10,תקשורת אמת ואוריינות דיגיטלית,,0,,0,,0,
רותם סיון הופמן,נשים,ממלכתי ואחראי,בינוני,2,3,5,11,"תרבות, מדע ופרויקטים לאומיים מאחדים",,0,8,85,8,85,חדשנות במערכת הבריאות והמדע
רותם סיון הופמן,נשים,ממלכתי ואחראי,בינוני,2,3,5,12,"סביבה, אקלים ומרחב חיים",,0,,0,,0,
חן אריאלי,נשים,,,,,,1,"דמוקרטיה, שלטון החוק ואחריות ציבורית",,,,,,,
חן אריאלי,נשים,,,,,,2,איחוי החברה וסולידריות אזרחית,,,,,,,
חן אריאלי,נשים,,,,,,3,שוויון זכויות והזדמנויות,,,,,,,
חן אריאלי,נשים,,,,,,4,"שוויון בנטל, גיוס ושירות אזרחי",,,,,,,
חן אריאלי,נשים,,,,,,5,שותפות יהודית־ערבית ושוויון אזרחי,,,,,,,
חן אריאלי,נשים,,,,,,6,"ביטחון, פלסטינים והחזון המדיני",,,,,,,
חן אריאלי,נשים,,,,,,7,"חינוך, אזרחות וליבה משותפת",,,,,,,
חן אריאלי,נשים,,,,,,8,"חברה, כלכלה, רווחה ופריפריה",,,,,,,
חן אריאלי,נשים,,,,,,9,יחסי דת ומדינה וחופש אזרחי,,,,,,,
חן אריאלי,נשים,,,,,,10,תקשורת אמת ואוריינות דיגיטלית,,,,,,,
חן אריאלי,נשים,,,,,,11,"תרבות, מדע ופרויקטים לאומיים מאחדים",,,,,,,
חן אריאלי,נשים,,,,,,12,"סביבה, אקלים ומרחב חיים",,,,,,,
יאיא פינק,גברים,לוחם וברור,נמוך,8,3,5,1,"דמוקרטיה, שלטון החוק ואחריות ציבורית",9,90,8,85,9,90,"מנכ""ל דרכנו ופעיל מחאה"
יאיא פינק,גברים,לוחם וברור,נמוך,8,3,5,2,איחוי החברה וסולידריות אזרחית,7,60,,,6,50,קמפיין הרוב המתון (דרכנו)
יאיא פינק,גברים,לוחם וברור,נמוך,8,3,5,3,שוויון זכויות והזדמנויות,8,80,,,8,75,"התבטאויות כדתי-ליברלי בעד להט""ב"
יאיא פינק,גברים,לוחם וברור,נמוך,8,3,5,4,"שוויון בנטל, גיוס ושירות אזרחי",9,85,,,8,80,קמפיינים ציבוריים לשוויון בנטל
יאיא פינק,גברים,לוחם וברור,נמוך,8,3,5,5,שותפות יהודית־ערבית ושוויון אזרחי,9,95,9,95,9,90,קמפיין גיוס התרומות לחווארה
יאיא פינק,גברים,לוחם וברור,נמוך,8,3,5,6,"ביטחון, פלסטינים והחזון המדיני",7,50,,,,,מועמד ברשימת מפלגת העבודה
יאיא פינק,גברים,לוחם וברור,נמוך,8,3,5,7,"חינוך, אזרחות וליבה משותפת",7,50,,,,,ציוצים בעד לימודי ליבה
יאיא פינק,גברים,לוחם וברור,נמוך,8,3,5,8,"חברה, כלכלה, רווחה ופריפריה",9,90,9,90,9,90,יוזם ומייסד מיזם לובי 99
יאיא פינק,גברים,לוחם וברור,נמוך,8,3,5,9,יחסי דת ומדינה וחופש אזרחי,9,85,8,80,9,85,הקמת קבוצות דתיות-ליברליות
יאיא פינק,גברים,לוחם וברור,נמוך,8,3,5,10,תקשורת אמת ואוריינות דיגיטלית,9,90,9,90,9,90,"מייסד דמוקרטTV, מאבק בערוץ 14"
יאיא פינק,גברים,לוחם וברור,נמוך,8,3,5,11,"תרבות, מדע ופרויקטים לאומיים מאחדים",,,,,,,
יאיא פינק,גברים,לוחם וברור,נמוך,8,3,5,12,"סביבה, אקלים ומרחב חיים",,,,,,,
יריב אופנהימר,גברים,לוחם וברור,גבוה,8,3,6,1,"דמוקרטיה, שלטון החוק ואחריות ציבורית",9,80,7,70,9,80,"עתירות בג""ץ ונאומי הפגנות"
יריב אופנהימר,גברים,לוחם וברור,גבוה,8,3,6,2,איחוי החברה וסולידריות אזרחית,,0,,0,3,80,פאנליסט פולמוסי באולפנים
יריב אופנהימר,גברים,לוחם וברור,גבוה,8,3,6,3,שוויון זכויות והזדמנויות,8,60,,0,8,60,התבטאויות רשת וראיונות
יריב אופנהימר,גברים,לוחם וברור,גבוה,8,3,6,4,"שוויון בנטל, גיוס ושירות אזרחי",8,60,,0,7,60,ציוצים ועימותים באולפנים
יריב אופנהימר,גברים,לוחם וברור,גבוה,8,3,6,5,שותפות יהודית־ערבית ושוויון אזרחי,9,90,8,80,9,90,מאבקים והפגנות בשלום עכשיו
יריב אופנהימר,גברים,לוחם וברור,גבוה,8,3,6,6,"ביטחון, פלסטינים והחזון המדיני",10,95,9,90,10,95,"מזכ""ל תנועת שלום עכשיו"
יריב אופנהימר,גברים,לוחם וברור,גבוה,8,3,6,7,"חינוך, אזרחות וליבה משותפת",,0,,0,,0,
יריב אופנהימר,גברים,לוחם וברור,גבוה,8,3,6,8,"חברה, כלכלה, רווחה ופריפריה",7,50,,0,6,50,קמפיין התמודדות בפריימריז
יריב אופנהימר,גברים,לוחם וברור,גבוה,8,3,6,9,יחסי דת ומדינה וחופש אזרחי,8,60,,0,8,60,התבטאויות נגד כפייה דתית
יריב אופנהימר,גברים,לוחם וברור,גבוה,8,3,6,10,תקשורת אמת ואוריינות דיגיטלית,,0,,0,4,70,הופעות כאיש פולמוס תקשורתי
יריב אופנהימר,גברים,לוחם וברור,גבוה,8,3,6,11,"תרבות, מדע ופרויקטים לאומיים מאחדים",,0,,0,,0,
יריב אופנהימר,גברים,לוחם וברור,גבוה,8,3,6,12,"סביבה, אקלים ומרחב חיים",,0,,0,,0,
אבי דבוש,גברים,מגשר ורגוע,בינוני,5,4,8,1,"דמוקרטיה, שלטון החוק ואחריות ציבורית",9,90,8,85,8,85,"מנכ""ל רבנים למען זכויות האדם"
אבי דבוש,גברים,מגשר ורגוע,בינוני,5,4,8,2,איחוי החברה וסולידריות אזרחית,9,85,8,85,9,85,פעילות פריפריה וחיבור למרכז
אבי דבוש,גברים,מגשר ורגוע,בינוני,5,4,8,3,שוויון זכויות והזדמנויות,9,90,9,90,8,80,עבודת שטח בארגון שתיל
אבי דבוש,גברים,מגשר ורגוע,בינוני,5,4,8,4,"שוויון בנטל, גיוס ושירות אזרחי",,,,,,,
אבי דבוש,גברים,מגשר ורגוע,בינוני,5,4,8,5,שותפות יהודית־ערבית ושוויון אזרחי,10,95,9,95,9,95,"מנכ""ל רבנים למען זכויות האדם"
אבי דבוש,גברים,מגשר ורגוע,בינוני,5,4,8,6,"ביטחון, פלסטינים והחזון המדיני",9,95,8,90,9,90,מייסד התנועה לעתיד הנגב המערבי
אבי דבוש,גברים,מגשר ורגוע,בינוני,5,4,8,7,"חינוך, אזרחות וליבה משותפת",,,,,,,
אבי דבוש,גברים,מגשר ורגוע,בינוני,5,4,8,8,"חברה, כלכלה, רווחה ופריפריה",10,95,9,90,9,95,מאבקי דיור ורווחה בפריפריה
אבי דבוש,גברים,מגשר ורגוע,בינוני,5,4,8,9,יחסי דת ומדינה וחופש אזרחי,9,85,8,80,8,85,ניהול ארגון זכויות אדם דתי
אבי דבוש,גברים,מגשר ורגוע,בינוני,5,4,8,10,תקשורת אמת ואוריינות דיגיטלית,,,,,,,
אבי דבוש,גברים,מגשר ורגוע,בינוני,5,4,8,11,"תרבות, מדע ופרויקטים לאומיים מאחדים",,,,,,,
אבי דבוש,גברים,מגשר ורגוע,בינוני,5,4,8,12,"סביבה, אקלים ומרחב חיים",9,85,8,85,8,80,מאבקים סביבתיים בדרום (שתיל)
מוסי רז,גברים,שילוב,בינוני,7,8,7,1,"דמוקרטיה, שלטון החוק ואחריות ציבורית",9,80,8,80,9,90,פעילות פרלמנטרית במרצ
מוסי רז,גברים,שילוב,בינוני,7,8,7,2,איחוי החברה וסולידריות אזרחית,7,60,6,60,4,70,פעילות בארגוני זכויות אדם
מוסי רז,גברים,שילוב,בינוני,7,8,7,3,שוויון זכויות והזדמנויות,9,80,8,80,9,85,הצעות חוק לשוויון בכנסת
מוסי רז,גברים,שילוב,בינוני,7,8,7,4,"שוויון בנטל, גיוס ושירות אזרחי",,,,,,,
מוסי רז,גברים,שילוב,בינוני,7,8,7,5,שותפות יהודית־ערבית ושוויון אזרחי,10,95,10,100,10,95,"מנהל עמותת ""עיר עמים"""
מוסי רז,גברים,שילוב,בינוני,7,8,7,6,"ביטחון, פלסטינים והחזון המדיני",10,100,10,100,10,100,"מזכ""ל תנועת ""שלום עכשיו"""
מוסי רז,גברים,שילוב,בינוני,7,8,7,7,"חינוך, אזרחות וליבה משותפת",,,,,,,
מוסי רז,גברים,שילוב,בינוני,7,8,7,8,"חברה, כלכלה, רווחה ופריפריה",8,75,8,80,8,70,חברות בוועדת הכספים בכנסת
מוסי רז,גברים,שילוב,בינוני,7,8,7,9,יחסי דת ומדינה וחופש אזרחי,9,85,8,80,9,85,חקיקה אזרחית מטעם מרצ
מוסי רז,גברים,שילוב,בינוני,7,8,7,10,תקשורת אמת ואוריינות דיגיטלית,,,,,,,
מוסי רז,גברים,שילוב,בינוני,7,8,7,11,"תרבות, מדע ופרויקטים לאומיים מאחדים",,,,,,,
מוסי רז,גברים,שילוב,בינוני,7,8,7,12,"סביבה, אקלים ומרחב חיים",10,95,10,100,9,90,"יו""ר ארגון ""חיים וסביבה"""
גלעד קריב,גברים,שילוב,בינוני,6,9,5,1,"דמוקרטיה, שלטון החוק ואחריות ציבורית",9,90,9,90,9,90,"יו""ר ועדת החוקה בכנסת"
גלעד קריב,גברים,שילוב,בינוני,6,9,5,2,איחוי החברה וסולידריות אזרחית,,,,,,,
גלעד קריב,גברים,שילוב,בינוני,6,9,5,3,שוויון זכויות והזדמנויות,9,90,8,85,9,90,"עריכת חופות להט""ב ועתירות"
גלעד קריב,גברים,שילוב,בינוני,6,9,5,4,"שוויון בנטל, גיוס ושירות אזרחי",8,80,6,60,7,70,מאבקים פרלמנטריים נגד פטור
גלעד קריב,גברים,שילוב,בינוני,6,9,5,5,שותפות יהודית־ערבית ושוויון אזרחי,8,60,,,7,60,התבטאויות במסגרת המפלגה
גלעד קריב,גברים,שילוב,בינוני,6,9,5,6,"ביטחון, פלסטינים והחזון המדיני",7,60,,,7,60,ראיונות פומביים שוטפים
גלעד קריב,גברים,שילוב,בינוני,6,9,5,7,"חינוך, אזרחות וליבה משותפת",8,80,7,70,7,70,"בג""ץ תקצוב החינוך החרדי"
גלעד קריב,גברים,שילוב,בינוני,6,9,5,8,"חברה, כלכלה, רווחה ופריפריה",7,50,,,6,50,הצבעות סיעתיות (עבודה)
גלעד קריב,גברים,שילוב,בינוני,6,9,5,9,יחסי דת ומדינה וחופש אזרחי,10,95,10,95,10,95,"מנכ""ל התנועה הרפורמית"
גלעד קריב,גברים,שילוב,בינוני,6,9,5,10,תקשורת אמת ואוריינות דיגיטלית,,,,,,,
גלעד קריב,גברים,שילוב,בינוני,6,9,5,11,"תרבות, מדע ופרויקטים לאומיים מאחדים",,,,,,,
גלעד קריב,גברים,שילוב,בינוני,6,9,5,12,"סביבה, אקלים ומרחב חיים",,,,,,,
נאור נרקיס,גברים,לוחם וברור,גבוה,9,2,2,1,"דמוקרטיה, שלטון החוק ואחריות ציבורית",8,80,7,80,8,80,קמפיינים נגד המהפכה המשפטית
נאור נרקיס,גברים,לוחם וברור,גבוה,9,2,2,2,איחוי החברה וסולידריות אזרחית,,,,,,,
נאור נרקיס,גברים,לוחם וברור,גבוה,9,2,2,3,שוויון זכויות והזדמנויות,8,80,8,80,8,80,מאבקי רשת לזכויות חילונים
נאור נרקיס,גברים,לוחם וברור,גבוה,9,2,2,4,"שוויון בנטל, גיוס ושירות אזרחי",9,90,8,80,9,90,קמפיינים דיגיטליים לגיוס חרדים
נאור נרקיס,גברים,לוחם וברור,גבוה,9,2,2,5,שותפות יהודית־ערבית ושוויון אזרחי,,,,,,,
נאור נרקיס,גברים,לוחם וברור,גבוה,9,2,2,6,"ביטחון, פלסטינים והחזון המדיני",,,,,,,
נאור נרקיס,גברים,לוחם וברור,גבוה,9,2,2,7,"חינוך, אזרחות וליבה משותפת",9,80,7,70,8,80,"מאבק לחיוב לימודי ליב""ה"
נאור נרקיס,גברים,לוחם וברור,גבוה,9,2,2,8,"חברה, כלכלה, רווחה ופריפריה",7,70,,,7,70,מחאה כלכלית של חילונים
נאור נרקיס,גברים,לוחם וברור,גבוה,9,2,2,9,יחסי דת ומדינה וחופש אזרחי,10,90,9,90,10,90,"מיזם ""הנאורים"", תחבורה בשבת"
נאור נרקיס,גברים,לוחם וברור,גבוה,9,2,2,10,תקשורת אמת ואוריינות דיגיטלית,7,80,8,80,6,80,"חשיפת בוטים, קמפיינר רשת"
נאור נרקיס,גברים,לוחם וברור,גבוה,9,2,2,11,"תרבות, מדע ופרויקטים לאומיים מאחדים",,,,,,,
נאור נרקיס,גברים,לוחם וברור,גבוה,9,2,2,12,"סביבה, אקלים ומרחב חיים",,,,,,,
רם שפע,גברים,ממלכתי ואחראי,נמוך-בינוני,4,8,5,1,"דמוקרטיה, שלטון החוק ואחריות ציבורית",8,85,9,90,8,85,הצבעה נגד פשרת התקציב (2020)
רם שפע,גברים,ממלכתי ואחראי,נמוך-בינוני,4,8,5,2,איחוי החברה וסולידריות אזרחית,,,,,,,
רם שפע,גברים,ממלכתי ואחראי,נמוך-בינוני,4,8,5,3,שוויון זכויות והזדמנויות,8,60,,,,,התבטאויות כלליות במליאה
רם שפע,גברים,ממלכתי ואחראי,נמוך-בינוני,4,8,5,4,"שוויון בנטל, גיוס ושירות אזרחי",,,,,,,
רם שפע,גברים,ממלכתי ואחראי,נמוך-בינוני,4,8,5,5,שותפות יהודית־ערבית ושוויון אזרחי,,,,,,,
רם שפע,גברים,ממלכתי ואחראי,נמוך-בינוני,4,8,5,6,"ביטחון, פלסטינים והחזון המדיני",6,50,,,,,"ראיונות כח""כ במפלגת העבודה"
רם שפע,גברים,ממלכתי ואחראי,נמוך-בינוני,4,8,5,7,"חינוך, אזרחות וליבה משותפת",9,95,9,95,9,95,"יו""ר ועדת החינוך בקורונה"
רם שפע,גברים,ממלכתי ואחראי,נמוך-בינוני,4,8,5,8,"חברה, כלכלה, רווחה ופריפריה",8,85,8,85,8,80,"יו""ר התאחדות הסטודנטים הארצית"
רם שפע,גברים,ממלכתי ואחראי,נמוך-בינוני,4,8,5,9,יחסי דת ומדינה וחופש אזרחי,8,70,,,7,70,מאבק לתחבורה ציבורית בשבת
רם שפע,גברים,ממלכתי ואחראי,נמוך-בינוני,4,8,5,10,תקשורת אמת ואוריינות דיגיטלית,,,,,,,
רם שפע,גברים,ממלכתי ואחראי,נמוך-בינוני,4,8,5,11,"תרבות, מדע ופרויקטים לאומיים מאחדים",8,80,8,85,7,75,ניהול משבר התרבות בוועדה
רם שפע,גברים,ממלכתי ואחראי,נמוך-בינוני,4,8,5,12,"סביבה, אקלים ומרחב חיים",,,,,,,
נמרוד שפר,גברים,ממלכתי ואחראי,גבוה,5,6,4,1,"דמוקרטיה, שלטון החוק ואחריות ציבורית",9,90,8,85,9,90,נאומים מרכזיים במחאת קפלן
נמרוד שפר,גברים,ממלכתי ואחראי,גבוה,5,6,4,2,איחוי החברה וסולידריות אזרחית,8,80,,,7,70,קריאות לאחדות בנאומי המחאה
נמרוד שפר,גברים,ממלכתי ואחראי,גבוה,5,6,4,3,שוויון זכויות והזדמנויות,,,,,,,
נמרוד שפר,גברים,ממלכתי ואחראי,גבוה,5,6,4,4,"שוויון בנטל, גיוס ושירות אזרחי",8,75,7,80,8,75,"אלוף בצה""ל, התבטאויות שירות"
נמרוד שפר,גברים,ממלכתי ואחראי,גבוה,5,6,4,5,שותפות יהודית־ערבית ושוויון אזרחי,,,,,,,
נמרוד שפר,גברים,ממלכתי ואחראי,גבוה,5,6,4,6,"ביטחון, פלסטינים והחזון המדיני",8,85,10,95,9,95,"ראש אגף התכנון בצה""ל"
נמרוד שפר,גברים,ממלכתי ואחראי,גבוה,5,6,4,7,"חינוך, אזרחות וליבה משותפת",,,,,,,
נמרוד שפר,גברים,ממלכתי ואחראי,גבוה,5,6,4,8,"חברה, כלכלה, רווחה ופריפריה",,,9,90,8,80,"מנכ""ל התעשייה האווירית לישראל"
נמרוד שפר,גברים,ממלכתי ואחראי,גבוה,5,6,4,9,יחסי דת ומדינה וחופש אזרחי,,,,,,,
נמרוד שפר,גברים,ממלכתי ואחראי,גבוה,5,6,4,10,תקשורת אמת ואוריינות דיגיטלית,,,,,,,
נמרוד שפר,גברים,ממלכתי ואחראי,גבוה,5,6,4,11,"תרבות, מדע ופרויקטים לאומיים מאחדים",,,9,90,7,70,פיתוח טכנולוגי בתעשייה האווירית
נמרוד שפר,גברים,ממלכתי ואחראי,גבוה,5,6,4,12,"סביבה, אקלים ומרחב חיים",,,,,,,
רונן צור,גברים,לוחם וברור,גבוה,10,3,2,1,"דמוקרטיה, שלטון החוק ואחריות ציבורית",9,85,8,85,8,90,ייסוד והובלת תנועת הדמוקרטים
רונן צור,גברים,לוחם וברור,גבוה,10,3,2,2,איחוי החברה וסולידריות אזרחית,,,,,2,85,תדמית כאסטרטג לוחמני ומקטב
רונן צור,גברים,לוחם וברור,גבוה,10,3,2,3,שוויון זכויות והזדמנויות,,,,,,,
רונן צור,גברים,לוחם וברור,גבוה,10,3,2,4,"שוויון בנטל, גיוס ושירות אזרחי",8,75,,,7,70,ראיונות תקשורתיים נגד השתמטות
רונן צור,גברים,לוחם וברור,גבוה,10,3,2,5,שותפות יהודית־ערבית ושוויון אזרחי,,,,,,,
רונן צור,גברים,לוחם וברור,גבוה,10,3,2,6,"ביטחון, פלסטינים והחזון המדיני",,,9,95,9,90,ניהול מטה משפחות החטופים
רונן צור,גברים,לוחם וברור,גבוה,10,3,2,7,"חינוך, אזרחות וליבה משותפת",,,,,,,
רונן צור,גברים,לוחם וברור,גבוה,10,3,2,8,"חברה, כלכלה, רווחה ופריפריה",,,,,,,
רונן צור,גברים,לוחם וברור,גבוה,10,3,2,9,יחסי דת ומדינה וחופש אזרחי,7,60,,,7,70,התבטאויות במסגרת מחאות ציבוריות
רונן צור,גברים,לוחם וברור,גבוה,10,3,2,10,תקשורת אמת ואוריינות דיגיטלית,,,,,2,90,תדמית ציבורית כספינולוג ויועץ משברים
רונן צור,גברים,לוחם וברור,גבוה,10,3,2,11,"תרבות, מדע ופרויקטים לאומיים מאחדים",,,,,,,
רונן צור,גברים,לוחם וברור,גבוה,10,3,2,12,"סביבה, אקלים ומרחב חיים",,,,,,,
משה רדמן,גברים,לוחם וברור,בינוני,9,2,4,1,"דמוקרטיה, שלטון החוק ואחריות ציבורית",10,100,10,100,10,100,הובלת מחאת קפלן
משה רדמן,גברים,לוחם וברור,בינוני,9,2,4,2,איחוי החברה וסולידריות אזרחית,,,,,,,
משה רדמן,גברים,לוחם וברור,בינוני,9,2,4,3,שוויון זכויות והזדמנויות,,,,,,,
משה רדמן,גברים,לוחם וברור,בינוני,9,2,4,4,"שוויון בנטל, גיוס ושירות אזרחי",10,90,9,90,9,90,הובלת הפגנות חוק הגיוס
משה רדמן,גברים,לוחם וברור,בינוני,9,2,4,5,שותפות יהודית־ערבית ושוויון אזרחי,,,,,,,
משה רדמן,גברים,לוחם וברור,בינוני,9,2,4,6,"ביטחון, פלסטינים והחזון המדיני",,,,,,,
משה רדמן,גברים,לוחם וברור,בינוני,9,2,4,7,"חינוך, אזרחות וליבה משותפת",,,,,,,
משה רדמן,גברים,לוחם וברור,בינוני,9,2,4,8,"חברה, כלכלה, רווחה ופריפריה",8,85,9,90,9,90,ייסוד מחאת ההייטקיסטים
משה רדמן,גברים,לוחם וברור,בינוני,9,2,4,9,יחסי דת ומדינה וחופש אזרחי,9,80,8,80,8,80,צעדות המחאה בבני ברק
משה רדמן,גברים,לוחם וברור,בינוני,9,2,4,10,תקשורת אמת ואוריינות דיגיטלית,10,95,9,90,9,90,"קמפיין נגד ""מכונת הרעל"""
משה רדמן,גברים,לוחם וברור,בינוני,9,2,4,11,"תרבות, מדע ופרויקטים לאומיים מאחדים",,,,,,,
משה רדמן,גברים,לוחם וברור,בינוני,9,2,4,12,"סביבה, אקלים ומרחב חיים",,,,,,,
ערן עציון,גברים,ממלכתי ואחראי,גבוה,5,7,4,1,"דמוקרטיה, שלטון החוק ואחריות ציבורית",9,90,8,80,9,90,נאומים ופרסומים במחאת קפלן
ערן עציון,גברים,ממלכתי ואחראי,גבוה,5,7,4,2,איחוי החברה וסולידריות אזרחית,,,,,,,
ערן עציון,גברים,ממלכתי ואחראי,גבוה,5,7,4,3,שוויון זכויות והזדמנויות,,,,,,,
ערן עציון,גברים,ממלכתי ואחראי,גבוה,5,7,4,4,"שוויון בנטל, גיוס ושירות אזרחי",8,70,,,7,60,מאמרים על פגיעה בביטחון הלאומי
ערן עציון,גברים,ממלכתי ואחראי,גבוה,5,7,4,5,שותפות יהודית־ערבית ושוויון אזרחי,,,,,,,
ערן עציון,גברים,ממלכתי ואחראי,גבוה,5,7,4,6,"ביטחון, פלסטינים והחזון המדיני",9,90,9,90,9,90,"תפקיד במל""ל ופרסומי מדיניות"
ערן עציון,גברים,ממלכתי ואחראי,גבוה,5,7,4,7,"חינוך, אזרחות וליבה משותפת",,,,,,,
ערן עציון,גברים,ממלכתי ואחראי,גבוה,5,7,4,8,"חברה, כלכלה, רווחה ופריפריה",,,,,,,
ערן עציון,גברים,ממלכתי ואחראי,גבוה,5,7,4,9,יחסי דת ומדינה וחופש אזרחי,7,60,,,6,50,פוסטים נגד הימין המשיחי
ערן עציון,גברים,ממלכתי ואחראי,גבוה,5,7,4,10,תקשורת אמת ואוריינות דיגיטלית,9,80,,,8,70,"מאבק פומבי ב""מכונת הרעל"""
ערן עציון,גברים,ממלכתי ואחראי,גבוה,5,7,4,11,"תרבות, מדע ופרויקטים לאומיים מאחדים",,,,,,,
ערן עציון,גברים,ממלכתי ואחראי,גבוה,5,7,4,12,"סביבה, אקלים ומרחב חיים",,,,,,,
דני אלגרט,גברים,לוחם וברור,גבוה,9,1,3,1,"דמוקרטיה, שלטון החוק ואחריות ציבורית",8,60,,,8,80,דרישת אחריות ונאומים בהפגנות
דני אלגרט,גברים,לוחם וברור,גבוה,9,1,3,2,איחוי החברה וסולידריות אזרחית,8,80,8,80,9,90,מאבק ציבורי ושביתת רעב
דני אלגרט,גברים,לוחם וברור,גבוה,9,1,3,3,שוויון זכויות והזדמנויות,,,,,,,
דני אלגרט,גברים,לוחם וברור,גבוה,9,1,3,4,"שוויון בנטל, גיוס ושירות אזרחי",,,,,,,
דני אלגרט,גברים,לוחם וברור,גבוה,9,1,3,5,שותפות יהודית־ערבית ושוויון אזרחי,,,,,,,
דני אלגרט,גברים,לוחם וברור,גבוה,9,1,3,6,"ביטחון, פלסטינים והחזון המדיני",9,90,8,80,9,90,קמפיין לעסקת חטופים מידית
דני אלגרט,גברים,לוחם וברור,גבוה,9,1,3,7,"חינוך, אזרחות וליבה משותפת",,,,,,,
דני אלגרט,גברים,לוחם וברור,גבוה,9,1,3,8,"חברה, כלכלה, רווחה ופריפריה",,,,,,,
דני אלגרט,גברים,לוחם וברור,גבוה,9,1,3,9,יחסי דת ומדינה וחופש אזרחי,,,,,,,
דני אלגרט,גברים,לוחם וברור,גבוה,9,1,3,10,תקשורת אמת ואוריינות דיגיטלית,9,80,8,80,8,80,תלונות משטרה נגד הסתה
דני אלגרט,גברים,לוחם וברור,גבוה,9,1,3,11,"תרבות, מדע ופרויקטים לאומיים מאחדים",,,,,,,
דני אלגרט,גברים,לוחם וברור,גבוה,9,1,3,12,"סביבה, אקלים ומרחב חיים",,,,,,,
תומר אביטל,גברים,לוחם וברור,בינוני,9,3,3,1,"דמוקרטיה, שלטון החוק ואחריות ציבורית",10,100,10,100,10,100,"ייסוד ""שקוף"" ומאבקי שקיפות"
תומר אביטל,גברים,לוחם וברור,בינוני,9,3,3,2,איחוי החברה וסולידריות אזרחית,,,,,,,
תומר אביטל,גברים,לוחם וברור,בינוני,9,3,3,3,שוויון זכויות והזדמנויות,,,,,,,
תומר אביטל,גברים,לוחם וברור,בינוני,9,3,3,4,"שוויון בנטל, גיוס ושירות אזרחי",,,,,,,
תומר אביטל,גברים,לוחם וברור,בינוני,9,3,3,5,שותפות יהודית־ערבית ושוויון אזרחי,,,,,,,
תומר אביטל,גברים,לוחם וברור,בינוני,9,3,3,6,"ביטחון, פלסטינים והחזון המדיני",,,,,,,
תומר אביטל,גברים,לוחם וברור,בינוני,9,3,3,7,"חינוך, אזרחות וליבה משותפת",,,,,,,
תומר אביטל,גברים,לוחם וברור,בינוני,9,3,3,8,"חברה, כלכלה, רווחה ופריפריה",8,80,8,80,7,70,מאבק ציבורי נגד לוביסטים
תומר אביטל,גברים,לוחם וברור,בינוני,9,3,3,9,יחסי דת ומדינה וחופש אזרחי,,,,,,,
תומר אביטל,גברים,לוחם וברור,בינוני,9,3,3,10,תקשורת אמת ואוריינות דיגיטלית,10,100,10,100,10,95,"הקמת עמותת התקשורת ""שקוף"""
תומר אביטל,גברים,לוחם וברור,בינוני,9,3,3,11,"תרבות, מדע ופרויקטים לאומיים מאחדים",,,,,,,
תומר אביטל,גברים,לוחם וברור,בינוני,9,3,3,12,"סביבה, אקלים ומרחב חיים",8,75,7,70,6,60,"מיקוד אקלימי במיזם ""שקוף"""
יאיר רובינשטיין,גברים,,,,,,1,"דמוקרטיה, שלטון החוק ואחריות ציבורית",,,,,,,
יאיר רובינשטיין,גברים,,,,,,2,איחוי החברה וסולידריות אזרחית,,,,,,,
יאיר רובינשטיין,גברים,,,,,,3,שוויון זכויות והזדמנויות,,,,,,,
יאיר רובינשטיין,גברים,,,,,,4,"שוויון בנטל, גיוס ושירות אזרחי",,,,,,,
יאיר רובינשטיין,גברים,,,,,,5,שותפות יהודית־ערבית ושוויון אזרחי,,,,,,,
יאיר רובינשטיין,גברים,,,,,,6,"ביטחון, פלסטינים והחזון המדיני",,,,,,,
יאיר רובינשטיין,גברים,,,,,,7,"חינוך, אזרחות וליבה משותפת",,,,,,,
יאיר רובינשטיין,גברים,,,,,,8,"חברה, כלכלה, רווחה ופריפריה",,,,,,,
יאיר רובינשטיין,גברים,,,,,,9,יחסי דת ומדינה וחופש אזרחי,,,,,,,
יאיר רובינשטיין,גברים,,,,,,10,תקשורת אמת ואוריינות דיגיטלית,,,,,,,
יאיר רובינשטיין,גברים,,,,,,11,"תרבות, מדע ופרויקטים לאומיים מאחדים",,,,,,,
יאיר רובינשטיין,גברים,,,,,,12,"סביבה, אקלים ומרחב חיים",,,,,,,
אמיר חניפס,בני מיעוטים,לוחם וברור,נמוך-בינוני,7,3,8,1,"דמוקרטיה, שלטון החוק ואחריות ציבורית",9,90,8,85,9,90,נאומים והובלה במחאות קפלן
אמיר חניפס,בני מיעוטים,לוחם וברור,נמוך-בינוני,7,3,8,2,איחוי החברה וסולידריות אזרחית,9,90,9,90,9,90,"יו""ר המרכז הדרוזי-יהודי"
