candidate_id,axis,topic_code,topic,topic_score,known_count,total_count,coverage_pct
מאלק בדר,yecholot,Y01,"מומחיות מדינית, ביטחונית וממשלית",29.1,3.0,6.0,50
מאלק בדר,yecholot,Y02,"ארגון, ניהול וביצוע",32.3,2.0,6.0,33
מאלק בדר,yecholot,Y03,"חקיקה, פוליטיקה ומוסדות",28.7,4.0,6.0,67
מאלק בדר,yecholot,Y04,"תקשורת, הסברה והשפעה ציבורית",29.7,6.0,6.0,100
מאלק בדר,yecholot,Y05,חיבור בין קהלים ועולמות,29.8,2.0,6.0,33
מאלק בדר,yecholot,Y06,"חדשנות, למידה ושיתוף ציבור",29.2,4.0,6.0,67
מהרטה ברוך רון,deot,D01,"דמוקרטיה, שלטון החוק ואחריות ציבורית",43.4,15.0,16.0,94
מהרטה ברוך רון,deot,D02,המאבק על ההגמוניה,55.1,16.0,17.0,94
מהרטה ברוך רון,deot,D03,"חרדים, גיוס ושוויון חובות",40.5,7.0,7.0,100
מהרטה ברוך רון,deot,D04,שוויון ושותפות יהודית־ערבית,55.6,5.0,6.0,83
מהרטה ברוך רון,deot,D05,"ביטחון, פלסטינים ועתיד השטחים",60.1,0.0,7.0,0
מהרטה ברוך רון,deot,D06,"חברה, רווחה ופריפריה",70.4,6.0,7.0,86
מהרטה ברוך רון,tadmit,T01,זהות וייצוג,72.9,10.0,11.0,91
מהרטה ברוך רון,tadmit,T02,ממלכתיות ואחריות,80.5,4.0,4.0,100
מהרטה ברוך רון,tadmit,T03,יושרה ואמינות,74.3,6.0,6.0,100
מהרטה ברוך רון,tadmit,T04,תקשורתיות ונראות,69.2,5.0,5.0,100
מהרטה ברוך רון,tadmit,T05,אותנטיות וסיפור אישי,86.0,1.0,1.0,100
מהרטה ברוך רון,yecholot,Y01,"מומחיות מדינית, ביטחונית וממשלית",29.7,2.0,6.0,33
מהרטה ברוך רון,yecholot,Y02,"ארגון, ניהול וביצוע",32.9,1.0,6.0,17
מהרטה ברוך רון,yecholot,Y03,"חקיקה, פוליטיקה ומוסדות",31.3,4.0,6.0,67
מהרטה ברוך רון,yecholot,Y04,"תקשורת, הסברה והשפעה ציבורית",30.8,3.0,6.0,50
מהרטה ברוך רון,yecholot,Y05,חיבור בין קהלים ועולמות,30.1,2.0,6.0,33
מהרטה ברוך רון,yecholot,Y06,"חדשנות, למידה ושיתוף ציבור",31.0,2.0,6.0,33
מוסי רז,deot,D01,"דמוקרטיה, שלטון החוק ואחריות ציבורית",63.5,16.0,16.0,100
מוסי רז,deot,D02,המאבק על ההגמוניה,46.1,15.0,17.0,88
מוסי רז,deot,D03,"חרדים, גיוס ושוויון חובות",72.2,7.0,7.0,100
מוסי רז,deot,D04,שוויון ושותפות יהודית־ערבית,85.7,6.0,6.0,100
מוסי רז,deot,D05,"ביטחון, פלסטינים ועתיד השטחים",72.2,7.0,7.0,100
מוסי רז,deot,D06,"חברה, רווחה ופריפריה",55.1,7.0,7.0,100
מוסי רז,tadmit,T01,זהות וייצוג,40.5,10.0,11.0,91
מוסי רז,tadmit,T02,ממלכתיות ואחריות,77.5,4.0,4.0,100
מוסי רז,tadmit,T03,יושרה ואמינות,75.3,6.0,6.0,100
מוסי רז,tadmit,T04,תקשורתיות ונראות,63.8,5.0,5.0,100
מוסי רז,tadmit,T05,אותנטיות וסיפור אישי,78.0,1.0,1.0,100
מוסי רז,yecholot,Y01,"מומחיות מדינית, ביטחונית וממשלית",30.1,0.0,6.0,0
מוסי רז,yecholot,Y02,"ארגון, ניהול וביצוע",33.2,1.0,6.0,17
מוסי רז,yecholot,Y03,"חקיקה, פוליטיקה ומוסדות",30.8,0.0,6.0,0
מוסי רז,yecholot,Y04,"תקשורת, הסברה והשפעה ציבורית",31.8,2.0,6.0,33
מוסי רז,yecholot,Y05,חיבור בין קהלים ועולמות,29.5,2.0,6.0,33
מוסי רז,yecholot,Y06,"חדשנות, למידה ושיתוף ציבור",31.0,3.0,6.0,50
מורן מישל,deot,D01,"דמוקרטיה, שלטון החוק ואחריות ציבורית",57.9,16.0,16.0,100
מורן מישל,deot,D02,המאבק על ההגמוניה,50.6,16.0,17.0,94
מורן מישל,deot,D03,"חרדים, גיוס ושוויון חובות",46.7,6.0,7.0,86
מורן מישל,deot,D04,שוויון ושותפות יהודית־ערבית,56.4,5.0,6.0,83
מורן מישל,deot,D05,"ביטחון, פלסטינים ועתיד השטחים",42.4,3.0,7.0,43
מורן מישל,deot,D06,"חברה, רווחה ופריפריה",55.4,6.0,7.0,86
מורן מישל,tadmit,T01,זהות וייצוג,52.5,10.0,11.0,91
מורן מישל,tadmit,T02,ממלכתיות ואחריות,61.0,4.0,4.0,100
מורן מישל,tadmit,T03,יושרה ואמינות,55.0,6.0,6.0,100
מורן מישל,tadmit,T04,תקשורתיות ונראות,81.6,5.0,5.0,100
מורן מישל,tadmit,T05,אותנטיות וסיפור אישי,84.0,1.0,1.0,100
מורן מישל,yecholot,Y01,"מומחיות מדינית, ביטחונית וממשלית",29.1,3.0,6.0,50
מורן מישל,yecholot,Y02,"ארגון, ניהול וביצוע",32.9,0.0,6.0,0
מורן מישל,yecholot,Y03,"חקיקה, פוליטיקה ומוסדות",30.6,5.0,6.0,83
מורן מישל,yecholot,Y04,"תקשורת, הסברה והשפעה ציבורית",31.9,0.0,6.0,0
מורן מישל,yecholot,Y05,חיבור בין קהלים ועולמות,31.2,3.0,6.0,50
מורן מישל,yecholot,Y06,"חדשנות, למידה ושיתוף ציבור",31.3,0.0,6.0,0
מיכל רוזין,deot,D01,"דמוקרטיה, שלטון החוק ואחריות ציבורית",62.8,15.0,16.0,94
מיכל רוזין,deot,D02,המאבק על ההגמוניה,53.3,16.0,17.0,94
מיכל רוזין,deot,D03,"חרדים, גיוס ושוויון חובות",70.8,7.0,7.0,100
מיכל רוזין,deot,D04,שוויון ושותפות יהודית־ערבית,78.0,6.0,6.0,100
מיכל רוזין,deot,D05,"ביטחון, פלסטינים ועתיד השטחים",59.7,7.0,7.0,100
מיכל רוזין,deot,D06,"חברה, רווחה ופריפריה",47.2,6.0,7.0,86
מיכל רוזין,tadmit,T01,זהות וייצוג,57.5,10.0,11.0,91
מיכל רוזין,tadmit,T02,ממלכתיות ואחריות,77.5,4.0,4.0,100
מיכל רוזין,tadmit,T03,יושרה ואמינות,74.7,6.0,6.0,100
מיכל רוזין,tadmit,T04,תקשורתיות ונראות,64.2,5.0,5.0,100
מיכל רוזין,tadmit,T05,אותנטיות וסיפור אישי,78.0,1.0,1.0,100
מיכל רוזין,yecholot,Y01,"מומחיות מדינית, ביטחונית וממשלית",32.3,3.0,6.0,50
מיכל רוזין,yecholot,Y02,"ארגון, ניהול וביצוע",32.9,1.0,6.0,17
מיכל רוזין,yecholot,Y03,"חקיקה, פוליטיקה ומוסדות",31.5,1.0,6.0,17
מיכל רוזין,yecholot,Y04,"תקשורת, הסברה והשפעה ציבורית",31.2,2.0,6.0,33
מיכל רוזין,yecholot,Y05,חיבור בין קהלים ועולמות,30.7,3.0,6.0,50
מיכל רוזין,yecholot,Y06,"חדשנות, למידה ושיתוף ציבור",30.6,2.0,6.0,33
משה רדמן,deot,D01,"דמוקרטיה, שלטון החוק ואחריות ציבורית",68.5,16.0,16.0,100
משה רדמן,deot,D02,המאבק על ההגמוניה,45.2,8.0,17.0,47
משה רדמן,deot,D03,"חרדים, גיוס ושוויון חובות",61.5,5.0,7.0,71
משה רדמן,deot,D04,שוויון ושותפות יהודית־ערבית,41.6,4.0,6.0,67
משה רדמן,deot,D05,"ביטחון, פלסטינים ועתיד השטחים",83.5,7.0,7.0,100
משה רדמן,deot,D06,"חברה, רווחה ופריפריה",55.6,3.0,7.0,43
משה רדמן,tadmit,T01,זהות וייצוג,52.0,7.0,11.0,64
משה רדמן,tadmit,T02,ממלכתיות ואחריות,60.2,4.0,4.0,100
משה רדמן,tadmit,T03,יושרה ואמינות,61.5,6.0,6.0,100
משה רדמן,tadmit,T04,תקשורתיות ונראות,93.2,5.0,5.0,100
משה רדמן,tadmit,T05,אותנטיות וסיפור אישי,96.0,1.0,1.0,100
משה רדמן,yecholot,Y01,"מומחיות מדינית, ביטחונית וממשלית",30.9,1.0,6.0,17
משה רדמן,yecholot,Y02,"ארגון, ניהול וביצוע",33.7,1.0,6.0,17
משה רדמן,yecholot,Y03,"חקיקה, פוליטיקה ומוסדות",32.6,2.0,6.0,33
משה רדמן,yecholot,Y04,"תקשורת, הסברה והשפעה ציבורית",31.9,0.0,6.0,0
משה רדמן,yecholot,Y05,חיבור בין קהלים ועולמות,30.5,2.0,6.0,33
משה רדמן,yecholot,Y06,"חדשנות, למידה ושיתוף ציבור",31.3,0.0,6.0,0
נאווה_רוזוליו,deot,D01,"דמוקרטיה, שלטון החוק ואחריות ציבורית",53.8,14.0,16.0,88
נאווה_רוזוליו,deot,D02,המאבק על ההגמוניה,45.7,9.0,17.0,53
נאווה_רוזוליו,deot,D03,"חרדים, גיוס ושוויון חובות",71.2,6.0,7.0,86
נאווה_רוזוליו,deot,D04,שוויון ושותפות יהודית־ערבית,64.4,4.0,6.0,67
נאווה_רוזוליו,deot,D05,"ביטחון, פלסטינים ועתיד השטחים",67.0,5.0,7.0,71
נאווה_רוזוליו,deot,D06,"חברה, רווחה ופריפריה",46.2,3.0,7.0,43
נאווה_רוזוליו,tadmit,T01,זהות וייצוג,52.8,10.0,11.0,91
נאווה_רוזוליו,tadmit,T02,ממלכתיות ואחריות,53.5,4.0,4.0,100
נאווה_רוזוליו,tadmit,T03,יושרה ואמינות,53.7,6.0,6.0,100
נאווה_רוזוליו,tadmit,T04,תקשורתיות ונראות,81.2,5.0,5.0,100
נאווה_רוזוליו,tadmit,T05,אותנטיות וסיפור אישי,84.0,1.0,1.0,100
נאווה_רוזוליו,yecholot,Y01,"מומחיות מדינית, ביטחונית וממשלית",30.1,3.0,6.0,50
נאווה_רוזוליו,yecholot,Y02,"ארגון, ניהול וביצוע",32.9,0.0,6.0,0
נאווה_רוזוליו,yecholot,Y03,"חקיקה, פוליטיקה ומוסדות",29.1,5.0,6.0,83
נאווה_רוזוליו,yecholot,Y04,"תקשורת, הסברה והשפעה ציבורית",31.9,1.0,6.0,17
נאווה_רוזוליו,yecholot,Y05,חיבור בין קהלים ועולמות,30.7,4.0,6.0,67
נאווה_רוזוליו,yecholot,Y06,"חדשנות, למידה ושיתוף ציבור",31.3,0.0,6.0,0
נדאל מסאלחה,deot,D01,"דמוקרטיה, שלטון החוק ואחריות ציבורית",51.9,16.0,16.0,100
נדאל מסאלחה,deot,D02,המאבק על ההגמוניה,60.1,16.0,17.0,94
נדאל מסאלחה,deot,D03,"חרדים, גיוס ושוויון חובות",65.9,7.0,7.0,100
נדאל מסאלחה,deot,D04,שוויון ושותפות יהודית־ערבית,83.4,6.0,6.0,100
נדאל מסאלחה,deot,D05,"ביטחון, פלסטינים ועתיד השטחים",38.5,4.0,7.0,57
נדאל מסאלחה,deot,D06,"חברה, רווחה ופריפריה",60.4,7.0,7.0,100
נדאל מסאלחה,tadmit,T01,זהות וייצוג,70.3,9.0,11.0,82
נדאל מסאלחה,tadmit,T02,ממלכתיות ואחריות,73.2,4.0,4.0,100
נדאל מסאלחה,tadmit,T03,יושרה ואמינות,61.6,6.0,6.0,100
נדאל מסאלחה,tadmit,T04,תקשורתיות ונראות,59.5,5.0,5.0,100
נדאל מסאלחה,tadmit,T05,אותנטיות וסיפור אישי,75.0,1.0,1.0,100
נדאל מסאלחה,yecholot,Y01,"מומחיות מדינית, ביטחונית וממשלית",27.5,5.0,6.0,83
נדאל מסאלחה,yecholot,Y02,"ארגון, ניהול וביצוע",31.2,5.0,6.0,83
נדאל מסאלחה,yecholot,Y03,"חקיקה, פוליטיקה ומוסדות",30.3,4.0,6.0,67
נדאל מסאלחה,yecholot,Y04,"תקשורת, הסברה והשפעה ציבורית",32.1,5.0,6.0,83
נדאל מסאלחה,yecholot,Y05,חיבור בין קהלים ועולמות,30.1,2.0,6.0,33
נדאל מסאלחה,yecholot,Y06,"חדשנות, למידה ושיתוף ציבור",30.6,4.0,6.0,67
נמרוד שפר,deot,D01,"דמוקרטיה, שלטון החוק ואחריות ציבורית",69.9,15.0,16.0,94
נמרוד שפר,deot,D02,המאבק על ההגמוניה,49.0,4.0,17.0,24
נמרוד שפר,deot,D03,"חרדים, גיוס ושוויון חובות",58.9,1.0,7.0,14
נמרוד שפר,deot,D04,שוויון ושותפות יהודית־ערבית,53.1,2.0,6.0,33
נמרוד שפר,deot,D05,"ביטחון, פלסטינים ועתיד השטחים",76.9,7.0,7.0,100
נמרוד שפר,deot,D06,"חברה, רווחה ופריפריה",63.9,0.0,7.0,0
נמרוד שפר,tadmit,T01,זהות וייצוג,52.9,3.0,11.0,27
נמרוד שפר,tadmit,T02,ממלכתיות ואחריות,91.2,4.0,4.0,100
נמרוד שפר,tadmit,T03,יושרה ואמינות,80.8,6.0,6.0,100
נמרוד שפר,tadmit,T04,תקשורתיות ונראות,85.0,5.0,5.0,100
נמרוד שפר,tadmit,T05,אותנטיות וסיפור אישי,90.0,1.0,1.0,100
נמרוד שפר,yecholot,Y01,"מומחיות מדינית, ביטחונית וממשלית",30.1,0.0,6.0,0
נמרוד שפר,yecholot,Y02,"ארגון, ניהול וביצוע",33.1,2.0,6.0,33
נמרוד שפר,yecholot,Y03,"חקיקה, פוליטיקה ומוסדות",29.0,4.0,6.0,67
נמרוד שפר,yecholot,Y04,"תקשורת, הסברה והשפעה ציבורית",32.5,2.0,6.0,33
נמרוד שפר,yecholot,Y05,חיבור בין קהלים ועולמות,30.5,2.0,6.0,33
נמרוד שפר,yecholot,Y06,"חדשנות, למידה ושיתוף ציבור",32.1,2.0,6.0,33
נעמה לזימי,deot,D01,"דמוקרטיה, שלטון החוק ואחריות ציבורית",71.3,16.0,16.0,100
נעמה לזימי,deot,D02,המאבק על ההגמוניה,67.5,15.0,17.0,88
נעמה לזימי,deot,D03,"חרדים, גיוס ושוויון חובות",64.0,7.0,7.0,100
נעמה לזימי,deot,D04,שוויון ושותפות יהודית־ערבית,54.3,5.0,6.0,83
נעמה לזימי,deot,D05,"ביטחון, פלסטינים ועתיד השטחים",51.4,5.0,7.0,71
נעמה לזימי,deot,D06,"חברה, רווחה ופריפריה",91.0,7.0,7.0,100
נעמה לזימי,tadmit,T01,זהות וייצוג,82.5,11.0,11.0,100
נעמה לזימי,tadmit,T02,ממלכתיות ואחריות,60.0,4.0,4.0,100
נעמה לזימי,tadmit,T03,יושרה ואמינות,86.0,6.0,6.0,100
נעמה לזימי,tadmit,T04,תקשורתיות ונראות,90.4,5.0,5.0,100
נעמה לזימי,tadmit,T05,אותנטיות וסיפור אישי,92.0,1.0,1.0,100
נעמה לזימי,yecholot,Y01,"מומחיות מדינית, ביטחונית וממשלית",26.4,3.0,6.0,50
נעמה לזימי,yecholot,Y02,"ארגון, ניהול וביצוע",33.2,3.0,6.0,50
נעמה לזימי,yecholot,Y03,"חקיקה, פוליטיקה ומוסדות",30.8,1.0,6.0,17
נעמה לזימי,yecholot,Y04,"תקשורת, הסברה והשפעה ציבורית",31.9,0.0,6.0,0
נעמה לזימי,yecholot,Y05,חיבור בין קהלים ועולמות,29.1,2.0,6.0,33
נעמה לזימי,yecholot,Y06,"חדשנות, למידה ושיתוף ציבור",30.9,3.0,6.0,50
סומיה בשיר,deot,D01,"דמוקרטיה, שלטון החוק ואחריות ציבורית",58.9,16.0,16.0,100
סומיה בשיר,deot,D02,המאבק על ההגמוניה,60.4,14.0,17.0,82
סומיה בשיר,deot,D03,"חרדים, גיוס ושוויון חובות",44.9,7.0,7.0,100
סומיה בשיר,deot,D04,שוויון ושותפות יהודית־ערבית,82.0,6.0,6.0,100
סומיה בשיר,deot,D05,"ביטחון, פלסטינים ועתיד השטחים",44.4,7.0,7.0,100
סומיה בשיר,deot,D06,"חברה, רווחה ופריפריה",69.1,7.0,7.0,100
סומיה בשיר,tadmit,T01,זהות וייצוג,77.0,10.0,11.0,91
סומיה בשיר,tadmit,T02,ממלכתיות ואחריות,62.0,4.0,4.0,100
סומיה בשיר,tadmit,T03,יושרה ואמינות,56.5,6.0,6.0,100
סומיה בשיר,tadmit,T04,תקשורתיות ונראות,68.8,5.0,5.0,100
סומיה בשיר,tadmit,T05,אותנטיות וסיפור אישי,78.0,1.0,1.0,100
סומיה בשיר,yecholot,Y01,"מומחיות מדינית, ביטחונית וממשלית",28.9,3.0,6.0,50
סומיה בשיר,yecholot,Y02,"ארגון, ניהול וביצוע",31.1,6.0,6.0,100
סומיה בשיר,yecholot,Y03,"חקיקה, פוליטיקה ומוסדות",29.3,4.0,6.0,67
סומיה בשיר,yecholot,Y04,"תקשורת, הסברה והשפעה ציבורית",31.6,1.0,6.0,17
סומיה בשיר,yecholot,Y05,חיבור בין קהלים ועולמות,31.1,2.0,6.0,33
סומיה בשיר,yecholot,Y06,"חדשנות, למידה ושיתוף ציבור",32.5,4.0,6.0,67
עאיד בדיר,deot,D01,"דמוקרטיה, שלטון החוק ואחריות ציבורית",59.6,16.0,16.0,100
עאיד בדיר,deot,D02,המאבק על ההגמוניה,61.1,15.0,17.0,88
עאיד בדיר,deot,D03,"חרדים, גיוס ושוויון חובות",64.7,6.0,7.0,86
עאיד בדיר,deot,D04,שוויון ושותפות יהודית־ערבית,82.0,6.0,6.0,100
עאיד בדיר,deot,D05,"ביטחון, פלסטינים ועתיד השטחים",57.4,7.0,7.0,100
עאיד בדיר,deot,D06,"חברה, רווחה ופריפריה",69.1,7.0,7.0,100
עאיד בדיר,tadmit,T01,זהות וייצוג,66.2,8.0,11.0,73
עאיד בדיר,tadmit,T02,ממלכתיות ואחריות,76.0,4.0,4.0,100
עאיד בדיר,tadmit,T03,יושרה ואמינות,77.3,6.0,6.0,100
עאיד בדיר,tadmit,T04,תקשורתיות ונראות,68.8,5.0,5.0,100
עאיד בדיר,tadmit,T05,אותנטיות וסיפור אישי,78.0,1.0,1.0,100
עאיד בדיר,yecholot,Y01,"מומחיות מדינית, ביטחונית וממשלית",30.2,3.0,6.0,50
עאיד בדיר,yecholot,Y02,"ארגון, ניהול וביצוע",32.9,1.0,6.0,17
עאיד בדיר,yecholot,Y03,"חקיקה, פוליטיקה ומוסדות",30.2,2.0,6.0,33
עאיד בדיר,yecholot,Y04,"תקשורת, הסברה והשפעה ציבורית",31.6,1.0,6.0,17
עאיד בדיר,yecholot,Y05,חיבור בין קהלים ועולמות,31.1,2.0,6.0,33
עאיד בדיר,yecholot,Y06,"חדשנות, למידה ושיתוף ציבור",32.5,4.0,6.0,67
עלי סלאלחה,deot,D01,"דמוקרטיה, שלטון החוק ואחריות ציבורית",63.3,16.0,16.0,100
עלי סלאלחה,deot,D02,המאבק על ההגמוניה,62.4,17.0,17.0,100
עלי סלאלחה,deot,D03,"חרדים, גיוס ושוויון חובות",65.0,7.0,7.0,100
עלי סלאלחה,deot,D04,שוויון ושותפות יהודית־ערבית,75.0,6.0,6.0,100
עלי סלאלחה,deot,D05,"ביטחון, פלסטינים ועתיד השטחים",57.4,7.0,7.0,100
עלי סלאלחה,deot,D06,"חברה, רווחה ופריפריה",81.6,7.0,7.0,100
עלי סלאלחה,tadmit,T01,זהות וייצוג,63.1,8.0,11.0,73
עלי סלאלחה,tadmit,T02,ממלכתיות ואחריות,76.0,4.0,4.0,100
עלי סלאלחה,tadmit,T03,יושרה ואמינות,77.3,6.0,6.0,100
עלי סלאלחה,tadmit,T04,תקשורתיות ונראות,49.6,5.0,5.0,100
עלי סלאלחה,tadmit,T05,אותנטיות וסיפור אישי,78.0,1.0,1.0,100
עלי סלאלחה,yecholot,Y01,"מומחיות מדינית, ביטחונית וממשלית",29.1,5.0,6.0,83
עלי סלאלחה,yecholot,Y02,"ארגון, ניהול וביצוע",32.9,1.0,6.0,17
עלי סלאלחה,yecholot,Y03,"חקיקה, פוליטיקה ומוסדות",30.6,1.0,6.0,17
עלי סלאלחה,yecholot,Y04,"תקשורת, הסברה והשפעה ציבורית",32.1,3.0,6.0,50
עלי סלאלחה,yecholot,Y05,חיבור בין קהלים ועולמות,29.8,1.0,6.0,17
עלי סלאלחה,yecholot,Y06,"חדשנות, למידה ושיתוף ציבור",31.4,1.0,6.0,17
ענבל וורטמן שהם,deot,D01,"דמוקרטיה, שלטון החוק ואחריות ציבורית",58.9,16.0,16.0,100
ענבל וורטמן שהם,deot,D02,המאבק על ההגמוניה,59.6,17.0,17.0,100
ענבל וורטמן שהם,deot,D03,"חרדים, גיוס ושוויון חובות",64.2,1.0,7.0,14
ענבל וורטמן שהם,deot,D04,שוויון ושותפות יהודית־ערבית,58.0,6.0,6.0,100
ענבל וורטמן שהם,deot,D05,"ביטחון, פלסטינים ועתיד השטחים",60.9,1.0,7.0,14
ענבל וורטמן שהם,deot,D06,"חברה, רווחה ופריפריה",81.6,7.0,7.0,100
ענבל וורטמן שהם,tadmit,T01,זהות וייצוג,70.7,7.0,11.0,64
ענבל וורטמן שהם,tadmit,T02,ממלכתיות ואחריות,76.0,4.0,4.0,100
ענבל וורטמן שהם,tadmit,T03,יושרה ואמינות,68.5,6.0,6.0,100
ענבל וורטמן שהם,tadmit,T04,תקשורתיות ונראות,49.6,5.0,5.0,100
ענבל וורטמן שהם,tadmit,T05,אותנטיות וסיפור אישי,78.0,1.0,1.0,100
ענבל וורטמן שהם,yecholot,Y01,"מומחיות מדינית, ביטחונית וממשלית",29.3,2.0,6.0,33
ענבל וורטמן שהם,yecholot,Y02,"ארגון, ניהול וביצוע",32.9,1.0,6.0,17
ענבל וורטמן שהם,yecholot,Y03,"חקיקה, פוליטיקה ומוסדות",30.2,2.0,6.0,33
ענבל וורטמן שהם,yecholot,Y04,"תקשורת, הסברה והשפעה ציבורית",31.7,4.0,6.0,67
ענבל וורטמן שהם,yecholot,Y05,חיבור בין קהלים ועולמות,29.1,3.0,6.0,50
ענבל וורטמן שהם,yecholot,Y06,"חדשנות, למידה ושיתוף ציבור",30.8,2.0,6.0,33
ענבר בזק,deot,D01,"דמוקרטיה, שלטון החוק ואחריות ציבורית",50.3,12.0,16.0,75
ענבר בזק,deot,D02,המאבק על ההגמוניה,48.0,14.0,17.0,82
ענבר בזק,deot,D03,"חרדים, גיוס ושוויון חובות",52.6,3.0,7.0,43
ענבר בזק,deot,D04,שוויון ושותפות יהודית־ערבית,47.1,3.0,6.0,50
ענבר בזק,deot,D05,"ביטחון, פלסטינים ועתיד השטחים",60.1,0.0,7.0,0
ענבר בזק,deot,D06,"חברה, רווחה ופריפריה",66.6,7.0,7.0,100
ענבר בזק,tadmit,T01,זהות וייצוג,71.6,7.0,11.0,64
ענבר בזק,tadmit,T02,ממלכתיות ואחריות,84.0,4.0,4.0,100
ענבר בזק,tadmit,T03,יושרה ואמינות,83.0,6.0,6.0,100
ענבר בזק,tadmit,T04,תקשורתיות ונראות,72.5,5.0,5.0,100
ענבר בזק,tadmit,T05,אותנטיות וסיפור אישי,84.0,1.0,1.0,100
ענבר בזק,yecholot,Y01,"מומחיות מדינית, ביטחונית וממשלית",30.4,2.0,6.0,33
ענבר בזק,yecholot,Y02,"ארגון, ניהול וביצוע",33.2,1.0,6.0,17
ענבר בזק,yecholot,Y03,"חקיקה, פוליטיקה ומוסדות",31.9,1.0,6.0,17
ענבר בזק,yecholot,Y04,"תקשורת, הסברה והשפעה ציבורית",32.1,1.0,6.0,17
ענבר בזק,yecholot,Y05,חיבור בין קהלים ועולמות,31.1,1.0,6.0,17
ענבר בזק,yecholot,Y06,"חדשנות, למידה ושיתוף ציבור",32.1,1.0,6.0,17
ערן עציון,deot,D01,"דמוקרטיה, שלטון החוק ואחריות ציבורית",84.6,16.0,16.0,100
ערן עציון,deot,D02,המאבק על ההגמוניה,46.0,12.0,17.0,71
ערן עציון,deot,D03,"חרדים, גיוס ושוויון חובות",63.9,6.0,7.0,86
ערן עציון,deot,D04,שוויון ושותפות יהודית־ערבית,77.1,6.0,6.0,100
ערן עציון,deot,D05,"ביטחון, פלסטינים ועתיד השטחים",89.7,7.0,7.0,100
ערן עציון,deot,D06,"חברה, רווחה ופריפריה",63.9,0.0,7.0,0
ערן עציון,tadmit,T01,זהות וייצוג,53.4,7.0,11.0,64
ערן עציון,tadmit,T02,ממלכתיות ואחריות,76.5,4.0,4.0,100
ערן עציון,tadmit,T03,יושרה ואמינות,71.2,6.0,6.0,100
ערן עציון,tadmit,T04,תקשורתיות ונראות,82.0,5.0,5.0,100
ערן עציון,tadmit,T05,אותנטיות וסיפור אישי,80.0,1.0,1.0,100
ערן עציון,yecholot,Y01,"מומחיות מדינית, ביטחונית וממשלית",30.1,0.0,6.0,0
ערן עציון,yecholot,Y02,"ארגון, ניהול וביצוע",33.3,1.0,6.0,17
ערן עציון,yecholot,Y03,"חקיקה, פוליטיקה ומוסדות",31.0,1.0,6.0,17
ערן עציון,yecholot,Y04,"תקשורת, הסברה והשפעה ציבורית",32.5,1.0,6.0,17
ערן עציון,yecholot,Y05,חיבור בין קהלים ועולמות,31.6,2.0,6.0,33
ערן עציון,yecholot,Y06,"חדשנות, למידה ושיתוף ציבור",31.3,0.0,6.0,0
קטי פיאסצקי,deot,D01,"דמוקרטיה, שלטון החוק ואחריות ציבורית",69.9,16.0,16.0,100
קטי פיאסצקי,deot,D02,המאבק על ההגמוניה,61.8,16.0,17.0,94
קטי פיאסצקי,deot,D03,"חרדים, גיוס ושוויון חובות",73.4,7.0,7.0,100
קטי פיאסצקי,deot,D04,שוויון ושותפות יהודית־ערבית,58.0,6.0,6.0,100
קטי פיאסצקי,deot,D05,"ביטחון, פלסטינים ועתיד השטחים",59.0,7.0,7.0,100
קטי פיאסצקי,deot,D06,"חברה, רווחה ופריפריה",82.7,7.0,7.0,100
קטי פיאסצקי,tadmit,T01,זהות וייצוג,66.4,9.0,11.0,82
קטי פיאסצקי,tadmit,T02,ממלכתיות ואחריות,76.0,4.0,4.0,100
קטי פיאסצקי,tadmit,T03,יושרה ואמינות,77.3,6.0,6.0,100
קטי פיאסצקי,tadmit,T04,תקשורתיות ונראות,68.8,5.0,5.0,100
קטי פיאסצקי,tadmit,T05,אותנטיות וסיפור אישי,78.0,1.0,1.0,100
קטי פיאסצקי,yecholot,Y01,"מומחיות מדינית, ביטחונית וממשלית",30.5,2.0,6.0,33
קטי פיאסצקי,yecholot,Y02,"ארגון, ניהול וביצוע",32.9,1.0,6.0,17
קטי פיאסצקי,yecholot,Y03,"חקיקה, פוליטיקה ומוסדות",30.2,2.0,6.0,33
קטי פיאסצקי,yecholot,Y04,"תקשורת, הסברה והשפעה ציבורית",32.4,1.0,6.0,17
קטי פיאסצקי,yecholot,Y05,חיבור בין קהלים ועולמות,29.2,2.0,6.0,33
קטי פיאסצקי,yecholot,Y06,"חדשנות, למידה ושיתוף ציבור",31.8,5.0,6.0,83
רונן צור,deot,D01,"דמוקרטיה, שלטון החוק ואחריות ציבורית",64.3,16.0,16.0,100
רונן צור,deot,D02,המאבק על ההגמוניה,50.1,17.0,17.0,100
רונן צור,deot,D03,"חרדים, גיוס ושוויון חובות",69.3,6.0,7.0,86
רונן צור,deot,D04,שוויון ושותפות יהודית־ערבית,46.3,3.0,6.0,50
רונן צור,deot,D05,"ביטחון, פלסטינים ועתיד השטחים",48.6,4.0,7.0,57
רונן צור,deot,D06,"חברה, רווחה ופריפריה",41.9,5.0,7.0,71
רונן צור,tadmit,T01,זהות וייצוג,31.4,8.0,11.0,73
רונן צור,tadmit,T02,ממלכתיות ואחריות,48.9,4.0,4.0,100
רונן צור,tadmit,T03,יושרה ואמינות,54.5,6.0,6.0,100
רונן צור,tadmit,T04,תקשורתיות ונראות,73.6,5.0,5.0,100
רונן צור,tadmit,T05,אותנטיות וסיפור אישי,25.0,1.0,1.0,100
